# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACSM2B	ENSG00000066813	ENST00000564849	retained_intron	0	0	0	13	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	6
ACSM2B	ENSG00000066813	ENST00000565232	protein_coding	0	1	3	23	0	0	0	2	21	3	0	0	0	0	0	1	0	0	0	0	0	1	0
ACSM2B	ENSG00000066813	ENST00000565322	protein_coding	0	1	3	23	0	0	0	2	21	3	0	0	0	0	0	1	0	0	0	0	0	1	0
ACSM2B	ENSG00000066813	ENST00000566384	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	ENSG00000066813	ENST00000566998	retained_intron	0	1	0	19	0	0	0	0	10	0	5	0	0	0	0	1	0	0	0	0	0	0	5
ACSM2B	ENSG00000066813	ENST00000567001	protein_coding	0	1	3	23	0	0	0	2	21	3	0	0	0	0	0	1	0	0	0	0	0	1	0
ACSM2B	ENSG00000066813	ENST00000567288	processed_transcript	0	0	0	19	0	0	0	7	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ACSM2B	ENSG00000066813	ENST00000568098	protein_coding	0	1	1	13	0	0	0	2	6	1	0	0	0	0	0	1	0	0	0	0	0	1	5
ACSM2B	ENSG00000066813	ENST00000568882	protein_coding	0	0	1	11	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	ENSG00000066813	ENST00000569131	retained_intron	0	1	0	16	0	0	0	7	5	0	3	0	0	0	0	1	0	0	0	0	0	0	2
ACSM2B	ENSG00000066813	ENST00000569163	protein_coding	0	0	1	14	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	3
ACSM2B	ENSG00000066813	ENST00000569327	nonsense_mediated_decay	0	0	1	17	2	0	0	6	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	ENSG00000066813	ENST00000569344	protein_coding	0	0	1	5	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	ENSG00000066813	ENST00000569364	retained_intron	0	1	0	24	0	0	0	6	16	0	3	0	0	0	0	1	0	0	0	0	0	0	0
ACSM3	ENSG00000005187	ENST00000289416	protein_coding	0	1	1	9	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSM3	ENSG00000005187	ENST00000440284	protein_coding	0	1	1	6	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSM3	ENSG00000005187	ENST00000450120	protein_coding	0	1	1	9	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSM3	ENSG00000005187	ENST00000501740	processed_transcript	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACSM3	ENSG00000005187	ENST00000561499	processed_transcript	0	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACSM3	ENSG00000005187	ENST00000561584	protein_coding	0	0	0	24	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACSM3	ENSG00000005187	ENST00000561795	protein_coding	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	ENSG00000005187	ENST00000562251	protein_coding	0	1	1	9	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ACSM3	ENSG00000005187	ENST00000563914	protein_coding	0	0	1	6	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ACSM3	ENSG00000005187	ENST00000564701	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	ENSG00000005187	ENST00000567006	retained_intron	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	ENSG00000005187	ENST00000567387	processed_transcript	0	0	0	9	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACSM3	ENSG00000005187	ENST00000567711	processed_transcript	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	ENSG00000005187	ENST00000568235	protein_coding	0	0	0	52	0	0	0	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ACSM3	ENSG00000005187	ENST00000569141	protein_coding	0	0	0	9	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACSM5	ENSG00000183549	ENST00000331849	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	ENSG00000183549	ENST00000570305	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	ENSG00000183549	ENST00000573920	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	ENSG00000183549	ENST00000574748	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	ENSG00000183549	ENST00000577024	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTBP7	ENSG00000185607	ENST00000418351	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTBP9	ENSG00000266920	ENST00000587663	processed_pseudogene	0	0	0	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	ENSG00000159251	ENST00000290378	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	ENSG00000159251	ENST00000557860	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	ENSG00000159251	ENST00000560563	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000331925	protein_coding	0	4	0	12	6	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ACTG1	ENSG00000184009	ENST00000570382	protein_coding	0	0	0	16	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000571691	protein_coding	0	0	0	16	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000571721	protein_coding	0	0	0	16	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000572105	nonsense_mediated_decay	0	0	0	16	3	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000573283	protein_coding	0	4	0	12	6	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ACTG1	ENSG00000184009	ENST00000574671	retained_intron	0	0	0	16	0	0	0	3	2	0	10	0	0	0	0	0	0	0	0	0	0	0	1
ACTG1	ENSG00000184009	ENST00000575087	protein_coding	0	4	0	12	6	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ACTG1	ENSG00000184009	ENST00000575659	protein_coding	0	0	0	16	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000575842	protein_coding	0	5	0	12	6	1	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ACTG1	ENSG00000184009	ENST00000575994	protein_coding	0	0	0	17	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTG1	ENSG00000184009	ENST00000576209	retained_intron	0	0	0	16	0	0	0	3	2	0	10	0	0	0	0	0	0	0	0	0	0	0	1
ACTG1	ENSG00000184009	ENST00000576214	retained_intron	0	0	0	16	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSG00000184009	ENST00000576544	nonsense_mediated_decay	0	4	0	12	5	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ACTG1	ENSG00000184009	ENST00000576917	retained_intron	0	0	0	16	0	0	0	3	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP3	ENSG00000260327	ENST00000565577	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAD2	ENSG00000140955	ENST00000268624	protein_coding	0	4	1	8	0	0	0	2	7	1	0	0	0	0	0	2	0	0	0	0	0	3	0
ADAD2	ENSG00000140955	ENST00000315906	protein_coding	0	3	1	9	0	0	0	2	8	1	0	0	0	0	0	1	0	0	0	0	0	2	0
ADAD2	ENSG00000140955	ENST00000563849	retained_intron	0	1	0	12	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	9
ADAD2	ENSG00000140955	ENST00000564169	retained_intron	0	1	0	12	0	0	0	7	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ADAD2	ENSG00000140955	ENST00000564430	retained_intron	0	2	0	11	0	0	0	2	5	0	6	0	0	0	0	2	0	0	0	0	0	0	0
ADAD2	ENSG00000140955	ENST00000566526	retained_intron	0	1	0	12	0	0	0	2	9	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ADAD2	ENSG00000140955	ENST00000567413	processed_transcript	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	ENSG00000140955	ENST00000567685	protein_coding	0	0	1	12	0	0	0	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	ENSG00000140955	ENST00000569221	retained_intron	0	0	0	13	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	ENSG00000168803	ENST00000389651	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	1	2
ADAL	ENSG00000168803	ENST00000422466	protein_coding	0	2	0	13	0	1	1	2	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ADAL	ENSG00000168803	ENST00000428046	protein_coding	0	2	0	13	0	1	1	2	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ADAL	ENSG00000168803	ENST00000562188	protein_coding	0	1	0	10	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ADAL	ENSG00000168803	ENST00000563551	nonsense_mediated_decay	0	1	0	12	1	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ADAL	ENSG00000168803	ENST00000565555	retained_intron	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAL	ENSG00000168803	ENST00000566154	protein_coding	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ADAM10	ENSG00000137845	ENST00000260408	protein_coding	0	0	0	16	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000396136	nonsense_mediated_decay	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000396140	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000402627	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000439637	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000461408	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000462061	retained_intron	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000470269	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000475898	processed_transcript	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000481164	retained_intron	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000482945	retained_intron	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	ENSG00000137845	ENST00000497846	processed_transcript	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000558004	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000558733	processed_transcript	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000559053	protein_coding	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000560608	processed_transcript	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000561149	processed_transcript	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM10	ENSG00000137845	ENST00000561288	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM11	ENSG00000073670	ENST00000200557	protein_coding	0	3	0	20	5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ADAM11	ENSG00000073670	ENST00000355638	nonsense_mediated_decay	0	0	0	23	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM11	ENSG00000073670	ENST00000535346	protein_coding	0	3	0	20	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ADAM11	ENSG00000073670	ENST00000587773	nonsense_mediated_decay	0	2	0	19	5	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ADAM11	ENSG00000073670	ENST00000588363	retained_intron	0	0	0	17	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAM3B	ENSG00000260089	ENST00000569937	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ADAMTS17	ENSG00000140470	ENST00000268070	protein_coding	0	6	2	76	6	0	0	3	67	2	0	0	0	0	0	1	0	0	0	0	0	5	1
ADAMTS17	ENSG00000140470	ENST00000378898	retained_intron	0	1	0	62	0	0	0	1	53	0	7	0	0	0	0	1	0	0	0	0	0	0	2
ADAMTS17	ENSG00000140470	ENST00000557896	retained_intron	0	0	0	13	0	0	0	3	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	ENSG00000140470	ENST00000558930	processed_transcript	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS17	ENSG00000140470	ENST00000558960	nonsense_mediated_decay	0	1	0	23	2	0	0	8	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ADAMTS17	ENSG00000140470	ENST00000559976	processed_transcript	0	0	0	19	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	8
ADAMTS17	ENSG00000140470	ENST00000560486	processed_transcript	0	0	0	12	0	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS17	ENSG00000140470	ENST00000561355	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS17	ENSG00000140470	ENST00000568565	protein_coding	0	1	0	19	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	1	4
ADAMTS18	ENSG00000140873	ENST00000282849	protein_coding	0	8	1	22	5	0	0	0	17	1	0	0	4	0	0	2	0	0	0	0	0	2	2
ADAMTS18	ENSG00000140873	ENST00000449265	nonsense_mediated_decay	0	2	0	12	1	0	0	2	9	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ADAMTS18	ENSG00000140873	ENST00000562332	protein_coding	0	1	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADAMTS18	ENSG00000140873	ENST00000562345	protein_coding	0	0	0	8	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS18	ENSG00000140873	ENST00000564369	processed_transcript	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS18	ENSG00000140873	ENST00000567121	processed_transcript	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS18	ENSG00000140873	ENST00000567914	retained_intron	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS18	ENSG00000140873	ENST00000568393	retained_intron	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS18	ENSG00000140873	ENST00000569309	retained_intron	0	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAMTS7	ENSG00000136378	ENST00000388820	protein_coding	0	5	1	21	0	0	0	2	19	1	0	0	0	0	0	0	0	0	0	0	0	5	0
ADAMTS7	ENSG00000136378	ENST00000565793	retained_intron	0	0	0	23	0	0	0	6	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	ENSG00000136378	ENST00000566303	processed_transcript	0	0	0	25	0	0	0	4	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	ENSG00000136378	ENST00000568712	retained_intron	0	0	0	23	0	0	0	6	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	ENSG00000136378	ENST00000569934	retained_intron	0	0	0	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
ADAMTS7P1	ENSG00000259785	ENST00000438558	processed_pseudogene	0	0	0	5	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	ENSG00000259785	ENST00000563256	processed_transcript	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	ENSG00000259785	ENST00000566355	transcribed_unprocessed_pseudogene	0	0	0	9	0	0	0	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	ENSG00000259785	ENST00000566781	processed_transcript	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P2	ENSG00000259387	ENST00000558909	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P2	ENSG00000259387	ENST00000561995	processed_transcript	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P2	ENSG00000259387	ENST00000567519	processed_transcript	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P3	ENSG00000261143	ENST00000566116	transcribed_unprocessed_pseudogene	0	0	0	57	0	0	0	1	22	0	34	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P3	ENSG00000261143	ENST00000568041	processed_transcript	0	0	0	27	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ADAMTS7P4	ENSG00000218052	ENST00000406685	processed_pseudogene	0	0	0	14	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
ADAMTS7P4	ENSG00000218052	ENST00000559518	processed_transcript	0	0	0	14	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P4	ENSG00000218052	ENST00000561209	transcribed_unprocessed_pseudogene	0	1	0	28	0	0	0	8	13	0	5	0	0	0	0	1	0	0	0	0	0	0	3
ADAMTSL3	ENSG00000156218	ENST00000286744	protein_coding	0	3	5	17	0	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	3	0
ADAMTSL3	ENSG00000156218	ENST00000561483	retained_intron	0	0	0	23	0	0	0	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	ENSG00000156218	ENST00000562296	processed_transcript	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTSL3	ENSG00000156218	ENST00000565653	processed_transcript	0	0	0	6	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	ENSG00000156218	ENST00000567476	protein_coding	0	3	4	18	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	3	0
ADAMTSL3	ENSG00000156218	ENST00000567663	processed_transcript	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTSL3	ENSG00000156218	ENST00000567716	processed_transcript	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTSL3	ENSG00000156218	ENST00000569510	retained_intron	0	0	0	6	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000330889	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000470962	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADAP2	ENSG00000184060	ENST00000480980	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ADAP2	ENSG00000184060	ENST00000580525	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000580526	nonsense_mediated_decay	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000581285	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000581548	protein_coding	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000583688	processed_transcript	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	ENSG00000184060	ENST00000584828	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAP2	ENSG00000184060	ENST00000584989	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAP2	ENSG00000184060	ENST00000585130	nonsense_mediated_decay	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000307921	protein_coding	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000562374	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000564657	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000565109	processed_transcript	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000566445	nonsense_mediated_decay	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000566450	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADAT1	ENSG00000065457	ENST00000567281	protein_coding	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	ENSG00000065457	ENST00000568001	nonsense_mediated_decay	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000254235	protein_coding	0	5	0	13	0	0	0	1	12	0	0	0	4	0	0	0	0	0	0	0	0	1	0
ADCY7	ENSG00000121281	ENST00000394697	protein_coding	0	1	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADCY7	ENSG00000121281	ENST00000537579	protein_coding	0	1	0	12	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCY7	ENSG00000121281	ENST00000538642	protein_coding	0	1	0	13	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADCY7	ENSG00000121281	ENST00000562623	processed_transcript	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY7	ENSG00000121281	ENST00000563677	processed_transcript	0	0	0	8	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000564044	processed_transcript	0	0	0	9	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000564965	protein_coding	0	0	0	8	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000566433	protein_coding	0	1	0	13	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ADCY7	ENSG00000121281	ENST00000566761	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000567277	nonsense_mediated_decay	0	1	0	12	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCY7	ENSG00000121281	ENST00000568731	processed_transcript	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY7	ENSG00000121281	ENST00000568930	retained_intron	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ADCY7	ENSG00000121281	ENST00000568933	processed_transcript	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY7	ENSG00000121281	ENST00000569265	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	ENSG00000121281	ENST00000570187	retained_intron	0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	ENSG00000162104	ENST00000294016	protein_coding	0	5	2	23	7	0	0	0	16	2	0	0	3	0	0	0	0	0	0	0	0	2	0
ADCY9	ENSG00000162104	ENST00000571467	nonsense_mediated_decay	0	0	0	12	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY9	ENSG00000162104	ENST00000571889	processed_transcript	0	0	0	9	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	ENSG00000162104	ENST00000572288	protein_coding	0	0	1	11	0	0	0	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1
